Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
JWN,Nordstrom Inc.,56.44,$10.38B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/jwn
NSC,Norfolk Souther Corporation,91.52,$27.33B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/nsc
NTL,Nortel Inversora SA,16.23,$2.21B,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntl
NOA,North American Energy Partners Inc.,1.92,$64.38M,2006,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/noa
NADL,North Atlantic Drilling Ltd.,0.39,$94.05M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nadl
NRT,North European Oil Royality Trust,7.28,$66.91M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nrt
NTI,Northern Tier Energy LP,25.87,$2.4B,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/nti
NOC,Northrop Grumman Corporation,187.99,$34.29B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/noc
NSAM,NorthStar Asset Management Group Inc.,12.18,$2.41B,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/nsam
NRE,NorthStar Realty Europe Corp.,10.59,$667.23M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nre
NRF,Northstar Realty Finance Corp.,16.62,$3.14B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nrf
NRF^A,Northstar Realty Finance Corp.,22.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nrf^a
NRF^B,Northstar Realty Finance Corp.,21.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nrf^b
NRF^C,Northstar Realty Finance Corp.,22.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nrf^c
NRF^D,Northstar Realty Finance Corp.,21.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nrf^d
NRF^E,Northstar Realty Finance Corp.,21.9525,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nrf^e
NWN,Northwest Natural Gas Company,48.86,$1.34B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nwn
NWE,NorthWestern Corporation,55.05,$2.65B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nwe
NVS,Novartis AG,85.58,$205.04B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvs
NVO,Novo Nordisk A/S,57.35,$151.98B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvo
DNOW,NOW Inc.,16.99,$1.82B,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/dnow
NQ,NQ Mobile Inc.,3.33,$288.62M,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nq
NRG,NRG Energy Inc.,9.55,$3B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nrg
NYLD,NRG Yield Inc.,11.95,$2.19B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nyld
NYLD.A,NRG Yield Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nyld.a
DCM,NTT DOCOMO Inc,19.43,$75.42B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dcm
NUS,Nu Skin Enterprises Inc.,34.83,$1.99B,1996,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/nus
NUE,Nucor Corporation,40.3,$12.88B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nue
NS,Nustar Energy L.P.,33.79,$2.63B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/ns
NSH,Nustar GP Holdings LLC,19.34,$829.96M,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nsh
NSS,NuStar Logistics L.P.,20.85,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nss
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,7.36,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/jmlp
NEA,Nuveen AMT-Free Municipal Income Fund,13.21,$1.04B,2002,n/a,n/a,http://www.nasdaq.com/symbol/nea
NUV,Nuveen AMT-Free Municipal Value Fund,9.92,$2.04B,1987,n/a,n/a,http://www.nasdaq.com/symbol/nuv
NUW,Nuveen AMT-Free Municipal Value Fund,17.3728,$231.64M,2009,n/a,n/a,http://www.nasdaq.com/symbol/nuw
NAZ,Nuveen Arizona Premium Income Municipal Fund,14.86,$171.87M,1992,n/a,n/a,http://www.nasdaq.com/symbol/naz
NBB,Nuveen Build America Bond Fund,20.14,$532.94M,2010,n/a,n/a,http://www.nasdaq.com/symbol/nbb
NBD,Nuveen Build America Bond Opportunity Fund,19.932,$143.62M,2010,n/a,n/a,http://www.nasdaq.com/symbol/nbd
NKX,Nuveen California AMT-Free Municipal Income Fund,14.84,$707.99M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nkx
NAC,Nuveen California Dividend Advantage Municipal Fund,14.98,$352.46M,1999,n/a,n/a,http://www.nasdaq.com/symbol/nac
NCA,Nuveen California Municipal Value Fund Inc.,10.6,$267.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nca
NTC,Nuveen Connecticut Premium Income Municipal Fund,12.56,$184.49M,1993,n/a,n/a,http://www.nasdaq.com/symbol/ntc
JCE,Nuveen Core Equity Alpha Fund,14.28,$228.79M,2007,n/a,n/a,http://www.nasdaq.com/symbol/jce
JQC,Nuveen Credit Strategies Income Fund,7.73,$1.05B,2003,n/a,n/a,http://www.nasdaq.com/symbol/jqc
JDD,Nuveen Diversified Dividend and Income Fund,10.88,$216.94M,2003,n/a,n/a,http://www.nasdaq.com/symbol/jdd
NAD,Nuveen Dividend Advantage Municipal Fund,14.22,$558.79M,1999,n/a,n/a,http://www.nasdaq.com/symbol/nad
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,14.57,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/diax
JMF,Nuveen Energy MLP Total Return Fund,9.88,$389.72M,2011,n/a,n/a,http://www.nasdaq.com/symbol/jmf
NEV,Nuveen Enhanced Municipal Value Fund,15.25,$321.69M,2009,n/a,n/a,http://www.nasdaq.com/symbol/nev
JPW,Nuveen Flexible Investment Income Fund,15.16,$56.17M,2013,n/a,n/a,http://www.nasdaq.com/symbol/jpw
JFR,Nuveen Floating Rate Income Fund,9.82,$491.86M,2004,n/a,n/a,http://www.nasdaq.com/symbol/jfr
JRO,Nuveen Floating Rate Income Opportuntiy Fund,9.73,$320.88M,2004,n/a,n/a,http://www.nasdaq.com/symbol/jro
NKG,Nuveen Georgia Dividend Advantage Municipal Fund 2,13.16,$138.82M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nkg
JGV,Nuveen Global Equity Income Fund ,10.86,$206.77M,2006,n/a,n/a,http://www.nasdaq.com/symbol/jgv
JGH,Nuveen Global High Income Fund,14.04,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/jgh
JHA,Nuveen High Income 2020 Target Term Fund,10.04,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/jha
JHY,Nuveen High Income 2020 Target Term Fund,10.3,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/jhy
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,15.5399,$97.57M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxc
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,13.37,$52.46M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxn
NID,Nuveen Intermediate Duration Municipal Term Fund,12.46,$584.49M,2012,n/a,n/a,http://www.nasdaq.com/symbol/nid
NQM,Nuveen Investment Quality Municipal Fund Inc.,15.02,$540.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nqm
NMY,Nuveen Maryland Premium Income Municipal Fund,12.42,$299.38M,1993,n/a,n/a,http://www.nasdaq.com/symbol/nmy
NMT,Nuveen Massachusetts Premium Income Municipal Fund,13.635,$127.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nmt
NUM,Nuveen Michigan Quality Income Municipal Fund,13.26,$276.18M,1991,n/a,n/a,http://www.nasdaq.com/symbol/num
NMS,Nuveen Minnesota Municipal Income Fund,14.6099,$60.58M,2014,n/a,n/a,http://www.nasdaq.com/symbol/nms
JLS,Nuveen Mortgage Opportunity Term Fund,22.48,$357.17M,2009,n/a,n/a,http://www.nasdaq.com/symbol/jls
JMM,Nuveen Multi-Market Income Fund,7.0094,$66.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmm
NMA,Nuveen Municipal Advantage Fund Inc.,13.48,$589.04M,1989,n/a,n/a,http://www.nasdaq.com/symbol/nma
NMI,Nuveen Municipal Income Fund Inc.,11.09,$91.77M,1988,n/a,n/a,http://www.nasdaq.com/symbol/nmi
NMO,Nuveen Municipal Market Opportunity Fund Inc.,13.42,$615.63M,1990,n/a,n/a,http://www.nasdaq.com/symbol/nmo
NIO,Nuveen Municipal Opportunity Fund Inc.,13.8,$1.32B,1991,n/a,n/a,http://www.nasdaq.com/symbol/nio
NXJ,Nuveen New Jersey Dividend Advantage Municipal Fund,12.97,$558.47M,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxj
NRK,Nuveen New York AMT-Free Municipal Income Fund,12.7,$1.11B,2002,n/a,n/a,http://www.nasdaq.com/symbol/nrk
NAN,Nuveen New York Dividend Advantage Municipal Fund,13.78,$127.68M,1999,n/a,n/a,http://www.nasdaq.com/symbol/nan
NNY,Nuveen New York Municipal Value Fund Inc.,9.79,$148.65M,1988,n/a,n/a,http://www.nasdaq.com/symbol/nny
NNC,Nuveen North Carolina Premium Income Municipal Fund,12.85,$212.65M,1993,n/a,n/a,http://www.nasdaq.com/symbol/nnc
NUO,Nuveen Ohio Quality Income Municipal Fund,14.78,$273.75M,1991,n/a,n/a,http://www.nasdaq.com/symbol/nuo
NQP,Nuveen Pennsylvania Investment Quality Municipal Fund Inc.,13.39,$215.7M,1991,n/a,n/a,http://www.nasdaq.com/symbol/nqp
NPP,Nuveen Performance Plus Municipal Fund Inc.,14.65,$879.37M,1989,n/a,n/a,http://www.nasdaq.com/symbol/npp
JPI,Nuveen Preferred and Income Term Fund,23.09,$525.15M,2012,n/a,n/a,http://www.nasdaq.com/symbol/jpi
JPC,Nuveen Preferred Income Opportunites Fund,9.21,$893.28M,2003,n/a,n/a,http://www.nasdaq.com/symbol/jpc
NPF,Nuveen Premier Municipal Income Fund Inc.,13.32,$264.92M,1991,n/a,n/a,http://www.nasdaq.com/symbol/npf
NPM,Nuveen Premium Income Municipal Fund II Inc.,14.04,$992.53M,1992,n/a,n/a,http://www.nasdaq.com/symbol/npm
NPT,Nuveen Premium Income Municipal Fund IV Inc.,13.2,$572.07M,1993,n/a,n/a,http://www.nasdaq.com/symbol/npt
NPI,Nuveen Premium Income Municipal Fund Inc.,13.7,$877.62M,1988,n/a,n/a,http://www.nasdaq.com/symbol/npi
NQU,Nuveen Quality Income Municipal Fund Inc.,13.72,$746.08M,1991,n/a,n/a,http://www.nasdaq.com/symbol/nqu
NQI,Nuveen Quality Municipal Fund Inc.,13.09,$503.47M,1990,n/a,n/a,http://www.nasdaq.com/symbol/nqi
JTP,Nuveen Quality Preferred Income Fund,8.25,$533.47M,2002,n/a,n/a,http://www.nasdaq.com/symbol/jtp
JPS,Nuveen Quality Preferred Income Fund 2,9.165,$1.1B,2002,n/a,n/a,http://www.nasdaq.com/symbol/jps
JHP,Nuveen Quality Preferred Income Fund 3,8.53,$202.25M,2002,n/a,n/a,http://www.nasdaq.com/symbol/jhp
JRI,Nuveen Real Asset Income and Growth Fund,16.34,$159.81M,2012,n/a,n/a,http://www.nasdaq.com/symbol/jri
BXMX,Nuveen S&P 500 Buy-Write Income Fund,13.23,$508.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxmx
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,13.83,$224.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spxx
NIM,Nuveen Select Maturities Municipal Fund,10.08,$125.39M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nim
NQS,Nuveen Select Quality Municipal Fund Inc.,13.58,$478.32M,1991,n/a,n/a,http://www.nasdaq.com/symbol/nqs
NXP,Nuveen Select Tax Free Income Portfolio,13.95,$231.16M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxp
NXQ,Nuveen Select Tax Free Income Portfolio II,13.47,$238.6M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxq
NXR,Nuveen Select Tax Free Income Portfolio III,14.04,$183.16M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxr
NSL,Nuveen Senior Income Fund,5.65,$192.66M,1999,n/a,n/a,http://www.nasdaq.com/symbol/nsl
JSD,Nuveen Short Duration Credit Opportunities Fund,14.7,$147.08M,2011,n/a,n/a,http://www.nasdaq.com/symbol/jsd
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,14.31,$207.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jtd
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,11.94,$165.2M,2004,n/a,n/a,http://www.nasdaq.com/symbol/jta
NTX,Nuveen Texas Quality Income Municipal Fund,13.88,$135.72M,1991,n/a,n/a,http://www.nasdaq.com/symbol/ntx
NPV,Nuveen Virginia Premium Income Municipal Fund,13.6,$243.85M,1993,n/a,n/a,http://www.nasdaq.com/symbol/npv
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,12.67,$165.94M,2013,n/a,n/a,http://www.nasdaq.com/symbol/niq
JMT,Nuven Mortgage Opportunity Term Fund 2,21.65,$105.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmt
NES,Nuverra Environmental Solutions Inc.,0.74,$20.79M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/nes
NVR,NVR Inc.,1720,$6.73B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nvr
OAK,Oaktree Capital Group LLC,47.84,$7.37B,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/oak
OAS,Oasis Petroleum Inc.,8.54,$1.19B,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/oas
OXY,Occidental Petroleum Corporation,69.32,$52.94B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/oxy
OII,Oceaneering International Inc.,39.46,$3.86B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/oii
OZM,Och-Ziff Capital Management Group LLC,6.95,$3.3B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/ozm
OCIP,OCI Partners LP,7.5,$652.48M,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ocip
OCN,Ocwen Financial Corporation,6.18,$774.91M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ocn
OFG,OFG Bancorp,7,$307.08M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg
OFG^A,OFG Bancorp,17.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg^a
OFG^B,OFG Bancorp,17.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofg^b
OFG^D,OFG Bancorp,17.6499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofg^d
OGE,OGE Energy Corporation,24.76,$4.94B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/oge
OIBR,Oi S.A.,0.3892,$272.62M,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/oibr
OIBR.C,Oi S.A.,n/a,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/oibr.c
OIS,Oil States International Inc.,29.26,$1.49B,2001,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/ois
ODC,Oil-Dri Corporation Of America,32.7,$236.06M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/odc
ORI,Old Republic International Corporation,18.76,$4.9B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ori
OLN,Olin Corporation,21.15,$3.49B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oln
OMAM,OM Asset Management plc,15.57,$1.88B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/omam
OHI,Omega Healthcare Investors Inc.,33.96,$6.35B,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ohi
OME,Omega Protein Corporation,23.48,$522.34M,1998,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ome
OMC,Omnicom Group Inc.,76.53,$18.54B,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/omc
OMN,OMNOVA Solutions Inc.,6.86,$314.33M,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/omn
ASGN,On Assignment Inc.,46.91,$2.48B,1992,Technology,Professional Services,http://www.nasdaq.com/symbol/asgn
ONDK,On Deck Capital Inc.,10.9,$762.72M,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ondk
OGS,ONE Gas Inc.,48.27,$2.52B,2014,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ogs
OLP,One Liberty Properties Inc.,22.11,$369.32M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/olp
OB,OneBeacon Insurance Group Ltd.,13.65,$1.3B,2006,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ob
OMF,OneMain Holdings Inc.,47.61,$6.4B,2013,n/a,n/a,http://www.nasdaq.com/symbol/omf
OKS,ONEOK Partners L.P.,25.21,$7.21B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/oks
OKE,ONEOK Inc.,21.62,$4.52B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/oke
OOMA,Ooma Inc.,7.12,$119.14M,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/ooma
OPK,Opko Health Inc,11,$6B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opk
OPWR,Opower Inc.,9.78,$506.78M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/opwr
OPY,Oppenheimer Holdings Inc.,16.8,$225.68M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/opy
ORCL,Oracle Corporation,38.82,$165.71B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/orcl
ORAN,Orange,17.05,$45.16B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/oran
OA,Orbital ATK Inc.,89,$5.24B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/oa
ORC,Orchid Island Capital Inc.,9.07,$197.44M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orc
OEC,Orion Engineered Carbons S.A,11.75,$700.71M,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oec
ORN,Orion Marine Group Inc,3.94,$107.49M,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/orn
IX,Orix Corp Ads,72.61,$19.04B,n/a,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/ix
ORA,Ormat Technologies Inc.,35.65,$1.75B,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ora
OSK,Oshkosh Corporation,41.7,$3.12B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/osk
OUT,OUTFRONT Media Inc.,22.03,$3.03B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/out
OMI,Owens & Minor Inc.,36.97,$2.32B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/omi
OC,Owens Corning Inc,47.88,$5.58B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/oc
OI,Owens-Illinois Inc.,18.82,$3.03B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/oi
OXM,Oxford Industries Inc.,69.6,$1.15B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/oxm
PAI,Pacific American Income Shares Inc.,13.18,$124.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pai
ROYT,Pacific Coast Oil Trust,1.65,$63.66M,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royt
PACD,Pacific Drilling S.A.,1.01,$212.79M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pacd
PCG,Pacific Gas & Electric Co.,53.14,$26.06B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/pcg
PKG,Packaging Corporation of America,66.93,$6.49B,2000,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/pkg
PANW,Palo Alto Networks Inc.,192.05,$16.5B,2012,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/panw
PAM,Pampa Energia S.A.,20.16,$1.06B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pam
P,Pandora Media Inc.,12.26,$2.62B,2011,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/p
PHX,Panhandle Royalty Company,16.42,$271.69M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/phx
PAR,PAR Technology Corporation,6.91,$119.26M,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/par
PGN,Paragon Offshore plc,0.1996,$17.17M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pgn
PGRE,Paramount Group Inc.,18.09,$3.84B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pgre
PKE,Park Electrochemical Corporation,16.73,$338.84M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/pke
PKD,Parker Drilling Company,2.42,$298.09M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pkd
PH,Parker-Hannifin Corporation,100.23,$13.63B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ph
PKY,Parkway Properties Inc.,16.32,$1.89B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pky
PE,Parsley Energy Inc.,18.07,$2.82B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pe
PRE,PartnerRe Ltd.,138.96,$6.66B,1993,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pre
PRE^D,PartnerRe Ltd.,27.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^d
PRE^E,PartnerRe Ltd.,28.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^e
PRE^F,PartnerRe Ltd.,25.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^f
PRTY,Party City Holdco Inc.,13.32,$1.59B,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prty
PN,Patriot National Inc.,13.91,$376.28M,2015,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/pn
PAYC,Paycom Software Inc.,39.48,$2.33B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/payc
PBF,PBF Energy Inc.,38.11,$3.91B,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/pbf
PBFX,PBF Logistics LP,19.22,$660.26M,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/pbfx
BTU,Peabody Energy Corporation,9.71,$179.64M,2001,Energy,Coal Mining,http://www.nasdaq.com/symbol/btu
PSO,Pearson Plc,11.62,$9.53B,n/a,Consumer Services,Books,http://www.nasdaq.com/symbol/pso
PEB,Pebblebrook Hotel Trust,30.54,$2.19B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/peb
PEB^A,Pebblebrook Hotel Trust,25.589,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peb^a
PEB^B,Pebblebrook Hotel Trust,26.1399,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peb^b
PEB^C,Pebblebrook Hotel Trust,25.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peb^c
PBA,Pembina Pipeline Corp.,21.17,$7.86B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pba
PGH,Pengrowth Energy Corporation,0.7841,$425.79M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pgh
PVA,Penn Virginia Corporation,0.35,$25.68M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pva
PWE,Penn West Petroleum Ltd,0.7921,$397.76M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pwe
PNTA,PennantPark Investment Corporation,25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnta
PEI,Pennsylvania Real Estate Investment Trust,20.64,$1.43B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pei
PEI^A,Pennsylvania Real Estate Investment Trust,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pei^a
